movie,user_review_permalink,user_review,sentiment
Sadak 2,https://www.imdb.com/review/rw6036525/,"This is a total ridiculous movie with a worst plot and there wasn't even a minute that this movie could be enjoyed. No story, no character development nothing whatsoever.The only plus point about this movie was it's soundtrack which was decent enough. My suggestion would be to skip this movie and rewatch some other comedy or drama movie..
My Rating : 0.5/5",negative
Sadak 2,https://www.imdb.com/review/rw6036525/,"This is a total ridiculous movie with a worst plot and there wasn't even a minute that this movie could be enjoyed. No story, no character development nothing whatsoever.The only plus point about this movie was it's soundtrack which was decent enough. My suggestion would be to skip this movie and rewatch some other comedy or drama movie..
My Rating : 0.5/5",positive
Khuda Haafiz,https://www.imdb.com/review/rw5992782/,"Movie is above average, full of action pack thriller by VJ. The story line is also good.
Story revolve around IT engineer (VJ)'s wife lost her job during 2008 recession and planned to go abroad and she has been abducted there, and VJ is trying to find her.
Watch it at least once for action thriller, good action of VJ and Annu kapoor. Do not expect more of marshal art stunt by Vidhyut",negative
Khuda Haafiz,https://www.imdb.com/review/rw6032394/,"The film deserves an 8 but i am generous with a 10. As a fan of Vidyut, i enjoyed this film.
The name Vidyut Jamwal has become synonym with action.
Aft Iko Uwais n Scott Adkins, he is my fav action star.
The film has ample amt of action, gory stabbings, sun soaked settings, decent acting n direction.
It has no hand held shaky cam stuff n no poorly lit scenes.
The brothel action sequence is brutal with lottuva gory stabbings, the teeth scene will make u squirm, the elbow breaking scene is brtual n the villain from Don 2 is intimidating.",positive
Climax,https://www.imdb.com/review/rw5833337/,"Why does IMDB allow 10/10 ratings and reviews from people who are obviously friends or family of the production crew of what is a really terrible movie.
It is nothing as promotions state....horror, suspense, adult, erotic, thriller.... none of those genre are there.
Why Mia Malkova is in this film is anyone's guess. If you did not know her, Mia Malkova is a US minor porn star, performing in hardcore sex movies.
Malkova is the focus of the 2018 documentary film (also made by Ram Gopal Varma, the director of this movie), God, Sex and Truth about the strength of women sexuality and beauty. In an interview, she revealed that ""the only reason she got into porn is because she loves sex and the porn world is the safest and the best place to explore sex in all its forms.""
For Ram Gopal Varma to have cast her in this movie after the documentary, suggests to me he must be a big fan of hers.
So that's the background...The movie.... it drags on and on with no real plot. Acting is poor, dialogue makes no sense. The music score just does not compliment the movie at all.
The latter part of the movie with the ritual scene around the fire is ever so reminiscent of a similar scene of ""Apocalypse Now"".
The movie is obviously filmed in India by viewing the sets/backgrounds, so the appearance of Caucasians and what appears to be black Americans just does not wash with the scenes. With 10 minutes remaining in the movie, the closing scenes (which looked like a high school made version of Mad Max) could have ended the movie right there.... it did not need to drag on the scene fora further 10 minutes of repetition that was already established in the eyes of the viewer.In all, the movie comes across as a senseless piece of rubbish with virtual copy/plagiarism of Mad Max, Zombie Movies, and Apocalypse Now.
Not even a sex scene with Mia Maklova could have saved this movie. If it was not for me ""meeting"" Mia personally before she got in to porn, I would not have watched this movie.",negative
Climax,https://www.imdb.com/review/rw5803821/,"Mini Movie with superb sounds during daytime ,well Shot by RGV",positive
Nympho: The Lust Story,https://www.imdb.com/review/rw6165569/,We have always heard about excessive desire for sex but not many movies have been made about the same. Indeed a great movie. The screenplay and direction is quite interesting. The USP is how the movie keeps you hooked till he end. Really appreciate how in India finally someone has made a movie around this topic. Also the end will shock you!,negative
Nympho: The Lust Story,https://www.imdb.com/review/rw6232422/,"I saw this film lying in the HDD. With no idea how it got there, I decided to watch it. After 20 excruciating minutes, I hit the scroll bar and finished the film in another 20 mins. Thats total of 40 mins of my life wasted. Next time I want to watch a story on insatiable sex-drive, remind me to watch nymphomaniac. Charlotte Gainsbourg did a far better job in her portrayal of such a character.",positive
Angrezi Medium,https://www.imdb.com/review/rw5547953/,"In one line,Angrezi Medium is a nice,cute,decent movie which had the potential to be so much more !
It's able to portray the message it wants but somewhere it lacks depth & effectiveness in the way it tries to achieve this goal.Homi Adajania has a history of giving some drab scenes in the movie he directs, where you,as an audience,lose connection with the film as a whole.He did this in Cocktail and a lot more in Finding Fanny.
And he repeats the same here, specially during the first 30-45 mins or so where certain unnecessary humour is somehow forcefully thrown at you which ends up being sort of lame.The entire first half is just about average with only 20-25 mins of genuine emotional screenplay time where you actually get the feels of the father-daughter relationshipship.
The second half is still well-directed,the comedy on point and makes you feel for the characters & their lives and certainly brings out the correct tone of the whole thought-process of the movie, enlightening the purity of the special bond that we,as children,share with our parents.The final few minutes are simply gold & will leave you a bit teary-eyed.But overall, the direction should have been much better.This is where the film fails to soar to new heights,it's not tightly knit-up and does end up being a bit here & there,although the story-writer is also to be blamed here to some extent.But what really stands out here are the performances !
The terrific trio of Irrfan Khan,Radhika Madan and Deepak Dobriyal are beyond exceptional !Irrfan returns with a bang, he is just too good in almost every frame,such fantastic dialogue delivery, just Wow ! You really don't get such talented actors too often ! My heart goes out to him !And he is complimented in the best way possible by Radhika.She has definetly proven a point here with her acting skills,the way she expressed,her accent,her crying,her subtle change in voice tone, she really has stood up to the occasion and given a wonderful performance ! Way to go girl !And Deepak is hilarious as usual.He is doing what he does best and there is simply no one in the business like him.Such ease in everything he does,super smooth yet worthy of your laughter, he is supremely gifted. Keep it up man !All these 3 supported by a small yet good cast are the main reasons for watching this movie.Kareena Kapoor and Dimple Kapadia are really good in their respective small roles.Solid performances that really uplift a movie !
And would like to mention the extremely small yet super funny cameo of Pankaj Tripathi.Another great actor !All in all,the movie is really sweet,enjoyable and does succeed in it's message deliverance but it beats around the bush too much and keeps on losing it's track pretty often.It is definetly packed by outstanding performances by the whole cast and some pretty good comedy but all that definetly isn't enough to hold on to a somewhat meandering script,with a plot which seems too contrived and out of place at times,that too, held together by just above average direction.It ultimately ends up being just a feel-good,heart-warming, sweet movie with a nice message, along with some genuine laughter moments.Rating - 3.5/5 (watch it for the brilliant performances)",negative
Angrezi Medium,https://www.imdb.com/review/rw5690122/,"Honestly writing this review, just to say goodbye to the legend himself irrfan. We will miss you to the eternity. Please come back. Bollywood will be incomplete without you...",positive
Guilty,https://www.imdb.com/review/rw5532163/,"This is the worst produced movie from Johar's. This is worse than the Student of the year 2 which has 2.5 rating.
After watching this movie you will feel like DU is a red light district of Amsterdam as students gets involved in either smoking joints or girls all girls are crazy for one single guy and keep on seducing him.
A guy carries a girl on his shoulders inside a classroom (I don't think we may find any such college in entire world) and do you know who that girl was? She was the ward of the professor who was lecturing in that class. Is that some kind of spoof or a real movie on MeToo movement? Worst ever representation of a small town girl from Jharkhand.
Totally incoherent story telling.
Now a days it has become a trend of liking any web series with expletives as dialogues and thus so many reviews with good ratings. You will never feel empathetic with the victim. We have seen so many good movies on such topics like Pink, Mardani 2 and extremely wonderful web series Delhi Crime.
Could you believe a story where a sex crime victim in her teen age comes in support of her boyfriend who cheated on her and have been accused of rape?
Pathetic is the only word which suits this movie.",negative
Guilty,https://www.imdb.com/review/rw5530963/,"This movie asks some very important questions about consent, the ""internet conviction"" of both the perpetrator and the victim, and the social inequality that exists between what a man can do and what a woman can.The movie is packed with good performances and impressive direction. But despite all of this, the movie is flawed by its pace where the first half is at times painful to watch with the characters just having random interactions which don't seem to move the plot forward in any way.Overall, I would still recommend this movie if you are ready to reflect upon the society, the people around you and yourself..",positive
Gulabo Sitabo,https://www.imdb.com/review/rw5821808/,I would not recommend this movie. There is no story and movie has no end. It extremely boring. Please dont watch.,negative
Gulabo Sitabo,https://www.imdb.com/review/rw5817542/,This is good in this lockdown period as it reminds us the importance of our life.,positive
Class of 83,https://www.imdb.com/review/rw6014504/,Not any interesting story. just took some facts and made a movie featuring none other than Bobby deol. And he without reading or anything just in the rush of the OTT platform signed it. This movie is worth a miss.,negative
Class of 83,https://www.imdb.com/review/rw6013850/,Trust Me Bobby Deol Best Performanc.. Very Stong Story You Never Feel Boring.. Newcomers Actors Acting showed be surprise you.. Last is this best crime thriller movie this time for everyon..,positive
Mrs. Serial Killer,https://www.imdb.com/review/rw5695131/,"Overacting, we used see such brilliant movies like Andhadhun but this looks too weak",negative
Mrs. Serial Killer,https://www.imdb.com/review/rw5695132/,Seems like an assignment of a begineer. Way below expectation,positive
Baaghi 3,https://www.imdb.com/review/rw5532336/,"Best acting from tiger Shroff...
Change my mind @gauravpandey
170r ka ticket ...
Usse accha 1 month ka Brazzers premium lo",negative
Baaghi 3,https://www.imdb.com/review/rw5530423/,"Bollywood is Loosing it's Charm Day by Day. Nepotism Sucks.
Worst Movie of this Decade. New Decade Same Old Rubbish Bollywood.
Just Avoid it at any cost.",positive
Choked: Paisa Bolta Hai,https://www.imdb.com/review/rw5803376/,"I am an Ex-Fan of Kashyap and his last some work has only disappointed me.
Everything about this movie is bad except actor's performances who thought they might shoot into critics lap after doing a Kashyap film.
Kher is a beautiful girl and can land big roles in big movies but she is suffering from actor's problem of trying to prove themselves.
The story is weak and it is like literally no work in done on the screenplay.
Climax is dull and makes you realize that you have been fooled to watch this entire film.. and for what .. for this.
Hurried venture which was made to Mock demonetization but earn money from it by selling it to Netflix on high prices which it obviously doesn't deserve.",negative
Choked: Paisa Bolta Hai,https://www.imdb.com/review/rw5800738/,"Fearless storytelling by Anurag Kashyap, a take on problem a common Indian faces! Beautiful film.",positive
Chaman Bahaar,https://www.imdb.com/review/rw5840293/,"Sonu Nigam's melodious song fits perfectly. Jeetendra Kumar and 5-6 characters done great job. Although the performances and background is similar to Panchayat, the script sometimes looses its grip. The ending is realistic and not like typical bollywood masala which ends with happy or sad way but loopholes in script does not let story succeeded.",negative
Chaman Bahaar,https://www.imdb.com/review/rw5836212/,"It's such a refreshing movie,it lightens up your mood.
Excellence of Jeetu bhaiya is beyond words.
The music is so soothing and perfectly timed.
The cinematography is impressive.
Overall it's a really good watch.",positive
Chintu Ka Birthday,https://www.imdb.com/review/rw5815672/,"The movie is good no doubt but how do you get Nepali passport and didn't even realize till you are inside Indian Embassy.
When you can speak good english in front of soldiers but can't find out about your tempered citizenship.
Why the landlord was running is other issue but how come 2 children at your door to eat the cake when soldiers are waiting for route to clear.
Overall a movie to watch because of short duration.",negative
Chintu Ka Birthday,https://www.imdb.com/review/rw5242813/,"First of all A!B i love you
this movie was spectacular a must watch movie",positive
The Disciple,https://www.imdb.com/review/rw6100908/,"TIFF 2020 10The DiscipleNever in my life I thought watching a film about Indian classical music would be remotely interesting. However The disciple, a film directed by Chaitanya Tamhane, has proved my wrong. It's about a student and performer of the classical music in India which is also called Raag, who is desperate to become one of the greats.The film is a multi-layered, beautifully textured character study of a man's journey and devotion to a goal he might or might not reach. It thoroughly captures one's doubts, fears and uncertainties about if one is good enough for the task ahead. It has somewhat a slow start and things get more and more relatable and resonating as we go through the sitting. At the end, the whole experience feels complete and satisfactory.",negative
The Disciple,https://www.imdb.com/review/rw6218820/,"'The Disciple' is a movie about a journey of an artist and how it pans out over the years. This movie is beautifully directed with on the spot set pieces and full of Indian classical music. The music is so tastefully presented that, even if you are not familiar with it, it sucks you in with its atmosphere and carries over the whole movie.I speak Marathi, so it was even better experience for me, as the dialogs feels very natural along with all the production. The movie moves slowly, showing us daily struggles of an artist who wants to make it big in field with rapidly declining scope. This along with an amazing lead performance and atmospheric music and brilliant production design makes it worth a watch.Its a very solid character study, I can easily see this getting such a wide applause.",positive
Shakuntala Devi,https://www.imdb.com/review/rw5954819/,"Whats wrong with bollywood??? Without any masala they cant make a biopic? Misson Mangal was ruined with same drama... Why everything have to be so dramatic? Learn from ""The Man Who Knew Infinity""
Not watching this movie will be a real tribute to Shakuntala Devi.",negative
Shakuntala Devi,https://www.imdb.com/review/rw5954568/,"Shakuntala Devi.Anu Menon.2020Based on the life journey of profoundly known Human computer aka Shakuntala Devi, the film tries to fit in her 84 glorious years in 120 minutes screen time. The film stabs to touch major life milestones of her life from her genius mathematics career to conflict with her own daughter and to her dilemma in life to her flawed rapport with her husband.But the film fails to bring out her psyche, mental vows and keeps spinning around her analogous achievements throughout. Many of her vital scenes are mere caricaturish portrayal to make it look breezy and to reflect her sense of humor with no depth in it. No doubt Balan tries hard with her accents, body language, hiatuses but still the film lacks in the clarity of thought.",positive
Yaara,https://www.imdb.com/review/rw5983317/,"The men who once ruled the drugs smuggling, gun-running, they started a new life after being released.",negative
Yaara,https://www.imdb.com/review/rw5983286/,'Yaara' is a story of Chaukdi Gang who are four friends. They form a crime gang. Interesting!,positive
Halahal,https://www.imdb.com/review/rw6113125/,"Halahal begins and ends with scenes set in the night-time. In between, characters wind in and out of police stations, colleges, hostel rooms and hotels, shining a feeble torchlight on that elusive thing called justice.
The title of the Eros Now original film loosely means venom. Toxicity is delivered by the bucketful over 97 minutes. Its first splash is in the form of a murder disguised as a suicide. Somebody wants the medical student Archana out of the way, and that somebody has succeeded.
The set-up is hardly new - bereaved father teaming up with law enforcement's last honest representative. Yet, writer Ghibran Noorani and director Randeep Jha bring energy and freshness to familiar material. The fluid narrative smoothly moves from one scene to the next and deftly scales every tier of the multi-crore admissions swindle. Despite a few plotting missteps, Halahal benefits from sharp casting, convincing performances, an unsentimental approach, and an unwavering moral purpose.",negative
Halahal,https://www.imdb.com/review/rw6114491/,"With so many movies steaming from different sources it's hard to keep track of good one's. AFTER A LONG LONG TIME I have seen a movie which has ALL the right checks. Story and writing is 10/10 but acting and screen play takes a cake.
Burun Sobti was a real surprise and I was bowled by his powerful performance. No one can tell he is the same hero who can melt hearts in IPKKD with his mere looks and heated gazes:)
Hope he gets good roles like these and people recognize his skills and versatility.
Kudos to Barun!",positive
Pareeksha,https://www.imdb.com/review/rw5970710/,"How far a father will go to see his son in a beautiful future is the premises of Pareeksha.
Prakash Jha comes out from his favourite political zone and beautifully shows us some important issues of our Indian society.Now it is obvious that actor like Adil Hussain always impresses us with his performence. Here is also the same. He is such a versatile actor. Good to see Priyanka Bose after 2016 film Lion. Sanjay Suri in his small role is also commendable.",negative
Pareeksha,https://www.imdb.com/review/rw5970949/,"What a movie.... Thank u prakash sir.....
Hatsoff adil Hussain 👌👌👌👌👌👌",positive
London Confidental,https://www.imdb.com/review/rw6108883/,It's not bad as they are showcaseing above. The Plots have some necessary wholes but it's one time watchable. Brightside is it's not a masala movie. It had potential but couldn't utilized properly. Stepping stone for this kind of moves. Hope it will inprove by time.,negative
London Confidental,https://www.imdb.com/review/rw6114888/,All the performances were good. Purab Kohli is a natural actor and he did complete justice to his role. He is one of the best actors in bollywood . Movie overall is good,positive
Ghoomketu,https://www.imdb.com/review/rw5812884/,I m a big fan of anurag kashyap movies but this surely disappointed me !! It was like a making gone wrong and no purpose in the story line. Nonsense movie,negative
Ghoomketu,https://www.imdb.com/review/rw5771940/,"Over Acting 10/10
Story- very interesting and relatable
Direction nice and funny",positive
Operation Parindey,https://www.imdb.com/review/rw5570372/,"No start, no end, no story in between, childish climax. Is there a sequel? Or a prequel? Or anything at all that can make sense for this movie's existence?",negative
Operation Parindey,https://www.imdb.com/review/rw5604032/,"It's more of a short film, Amit sadh has evolved as an actor and is getting better with every piece of work, it should have been made as a web series because the cast looked good and everyone played their characters well also it was interesting but it started very fast and finished fast as well wished to see more work from the characters in this film.",positive
Bamfaad,https://www.imdb.com/review/rw5912906/,'Bamfaad' is a passionate love story of Naate and Neelam who meet accidentally and fall in love. Interesting.,negative
Bamfaad,https://www.imdb.com/review/rw5912906/,'Bamfaad' is a passionate love story of Naate and Neelam who meet accidentally and fall in love. Interesting.,positive
Maska,https://www.imdb.com/review/rw5590702/,"Shirley's acting was boring and the role was so annoying. The main actor, Rumi, is as bad actor as he was showing Rumi as a hero. No life in the whole movie . This is a perfect example of how a movie should not be made.",negative
Maska,https://www.imdb.com/review/rw5581560/,"I have never seen such an amazing film since I saw Maska. Maska encompasses friendships, hardships, hopes, and dreams. And what is so great about the movie is that it moves you, it gives you hope.It is a simple film, yet it has an everlasting message.khavanu, pivanu, majja ni life (life of eating, drinking & fun)!Best Performers :- Shirley Setia & Manisha Koirala
Amazing Direction. Good Music.
Loved it! <3",positive
Ram Singh Charlie,https://www.imdb.com/review/rw6086014/,"This is one movie which easily wins hearts .This movie shows the struggle of a Charlie Chaplin impersonator ,played by Kumud Mishra after a circus goes bust. Divya Dutta too shines.However I would like to point out the shortcomings which if it were rectified ,would have made the film so much better.1)Right from the start, Charlie is awashed with compliments from his near and dear ones about how good he is in his art. He would have earned more respect from us audience,if a good 10 minutes were devoted on his skit in the beginning of the movie.2) Charlie's accent is that of a middle class well earning Indian in a city. It would have been better if he did an accent or dialect of a villager. In one scene , he reasons with his circus employer, and both of them looks and talks like they are from the same social class.3) I felt that a movie like this could have wringed out so much emotions but it doesnt(Anurag Basu's Barfi could wring out emotion). You never feel much for them. There could have been so much pain, but it doesnt.",negative
Ram Singh Charlie,https://www.imdb.com/review/rw6039790/,"Father is only one who denie own desire for child . A father is always like a joker,,,, whatever life will force to do he will do only for his child . This movie is very well written and everything is different from typical bollywood film. All actors have given brilliant performance . It's content which are appriciable . Music also does well . Plz watch it u will worth it.",positive
My Client's Wife,https://www.imdb.com/review/rw5970857/,"The film apparently resembles the loud filmmaking of RGV in his cult thriller ""Kaun"". Sometimes the film seems like an example of bad filmmaking with loud bgms and dialogues which is written like a CID TV show. The film deserves some credit the way it unfolds itself and despite being loud it keeps you guessing. The frequent dutch angels reminds you of the old hindi thriller films .The film lacks good or even decent editing but maybe the budget is the reason behind that .The film although revolves around a family but it completely deviates from the exploring the main characters and also several key aspects of the film is ignored. The film invests all it's attention to bring in the twist in the end in the most bizarre way. At first the twist may shock you or even to some extent impress you but when they try to match the dots to justify the twist you will remain unsatisfied .The twist may confuse you in two ways either it's completely lame or shockingly well made. The performance from Anjali Patil is one of the few bright spots of the film,her performance is what keeps you engaged throughout but Sharib Hasmi and Abhimanyu Singh are not utilized properly although they tried their best.
6/10",negative
My Client's Wife,https://www.imdb.com/review/rw5957405/,"This is what happens when a brilliant story meets brilliant acting and fantastic direction. This movie will bind you till the end and in the climax you'll be shocked of what actually happened. Abhimanyu Singh is strong as usual but Anjali Patil and Sharib Hashmi both have done a great job with their roles. Writer and director of the movie Prabhakar Pant has made some fantastic short movies before that i have watched but this one is way too good. Must say, it's a one time watch for sure.",positive
Ateet,https://www.imdb.com/review/rw5739844/,Not at all recommended. I don't know how come a director can think of such a script. Please don't waste time.,negative
Ateet,https://www.imdb.com/review/rw5667530/,"Its a nice thriller movie. i don't know why people have not liked it. When same thing have been shown in any Hollywood movie people don't get tired of appeasing it.
This is hypocrisy of Indian viewers. I found it a decent well written movie. cast and crew is very well aware what they are writing and doing.
Story line very nice. I found the thrill till the last. I will recommend everyone to watch this movie.",positive
Atkan Chatkan,https://www.imdb.com/review/rw6065285/,A perfect Inspirational tale of 5 kids achieving so many things without having proper resources....Music By Sivamani ji Makes the music Vast And Beautiful ....a must watch Movie,negative
Atkan Chatkan,https://www.imdb.com/review/rw6069570/,"This movie deserve Oscar , better than slumdog millionaire",positive
Vilom,https://www.imdb.com/review/rw6268034/,"Before I start to talk about the film, I'm going to mention the storyline provided here on IMDB. The person who wrote that farrago of tosh clearly hasn't seen the film at all. No woman called Nivi ""moves in"" with Vilom and Amay. She is simply an actress who is working on a project with Vilom and who makes a rejected pass at him. There are no ""gender-blending gay/straight relationships"" to speak of, just a relationship between the two male leads. EDIT: I see that whoever wrote the storyline has changed it in light of my review. It's still nonsense, I'm afraid. There is no reassessment or examination of motive or sexuality. He has no idea that Nivi wanted to have sex with him - and that's all it is, she is not in love with him. He refuses, she leaves disgustedly when he says he's gay. There is no ""sudden love triangle"". I don't know where this fantasy is coming from.The film is about the two nice looking lads Vilom and Amay and how they meet and gradually fall in love. The story is set 10 years in the past and is framed by the decriminalisation and subsequent recriminalisation of homosexuality in India, a theme that has repercussions on the lives of our heroes.During those few years, we see their ups and downs as well as the reactions of society to their relationship as well as the social imperatives that can drive even gay guys to marry to please their families. A shocking act of violence against the two lovers leads them to a reassessment of and realignment in their lives.I'm always dubious when people play parts in a language that isn't theirs. However, both male actors had fluent, albeit accented English and broke into the language much of the time as educated, middle class Indians do. Nivi was less fluent, but had a far smaller role so her language skills were less important. I watched with subtitles and needed them even for the English dialogue as I'm going slightly deaf, however someone with normal hearing would not need them at all if they speak both Hindi and English. Someone with no Hindi would need the subs, of course. At 82 minutes, this film was just about right in its length. Any longer and it would have lost its focus.I enjoyed it and was rooting for the guys despite the sense of impending doom engendered by the very first scene. I can't give it more than a six, but having said that, it was a good film that held this viewer's attention as a glimpse into a faraway world where love dares not speak its name .",negative
Vilom,https://www.imdb.com/review/rw6118994/,I was so unexpectedly moved by this sensitive and beautifully directed drama about the realities of gay love in small town India. I strongly urge everyone to check this out. The film is one of the most achingly accurate portraits of the lives of these individuals. It truly deserves to be seen by a wider audience and released on streaming platforms. Right now it is available as a DVD from TLA releasing in the United States. Please seek it and check it out if you can.,positive
No Man's Truth,https://www.imdb.com/review/rw6173622/,"Some movies force you to write a review. This is one such. Everybody in this needs extremely urgent need of mentoring in acting, but theres hope. As for writing and script afraid theres none!!",negative
No Man's Truth,https://www.imdb.com/review/rw5920649/,"I have seen this movie in Jaipur International Film Festival and I think this is a must watch movie. It shows how Different people react to different situations. This movie is made to create and awareness in the society against ragging and respecting other's point of view.
Loved watching it.
I wish all the success for this movie.",positive
Virgin Bhanupriya,https://www.imdb.com/review/rw5927318/,"Really awesome work from all the cast,
Excellent subject too!
Shown everything very humorously,
You won't get bore even for a single second!Very entertaining 👌👌👌👌
Great Performance, music & direction too.👍🏻👍🏻",negative
Virgin Bhanupriya,https://www.imdb.com/review/rw5927318/,"Really awesome work from all the cast,
Excellent subject too!
Shown everything very humorously,
You won't get bore even for a single second!Very entertaining 👌👌👌👌
Great Performance, music & direction too.👍🏻👍🏻",positive
Mee Raqsam,https://www.imdb.com/review/rw6017058/,"Giving it 2 stars - 1 for the story & emotion behind it and 2nd for the music/lyrics.Yes the daughter & father bonding was absolutely beautiful to watch and the fact that art has no religion or boundaries and one has to pursue one's dreams which means there will be a lot of sacrifices and a heavy price to pay.But there is a way of telling any story - creating a feature film demands a lot more. It could have been due to the fact that this film did not get enough finance to hire the right people in the production team.The lead character Maryam did not seem to have to learn a single step, it was just as if she was born with it - which doesn't happen, I cringed at the lack of struggle shown.
In the opening scene Maryam's mother performs in front of her for a minute and dies suddenly for absolutely no reason - weakness of the screenplay. An intelligent viewer would demand a better explanation no matter how short.
Saleem, the tailor and Maryam's father cannot even afford to buy 2 kilograms of sugar although he manages to afford paying for her dance school fees, the struggle & effort to earn that money or the source where he arranged it from would have connected the dots.
The girl who played Maryam might be a talented young dancer herself and hence selected to play this character but the accent coach should have worked a little harder to make her pronounce the word ""Khaala"" correctly - it was quite irritating to hear incorrect throughout the movie. I expected something better from people like Baba and Shabana Azmi being behind this project.
And what about her being the only girl wearing a head scarf, it would have made more sense if other Muslim females including her aunt and cousins and those Muslim girls who featured in the sewing class scene were made to wear some ""burqa"" or ""hijaab"" or a head scarf.
Editing, Cinematography & Dialogues were decent enough.
In the acting department of course Danish Hussain playing Salim and Shraddha Kaul playing the aunt own this movie - they were both absolutely brilliant.
And the great Naseeruddin Shah - well - they needed somebody to market and sell the film with.",negative
Mee Raqsam,https://www.imdb.com/review/rw6014512/,"I laugh I Cried I enjoy what a movie masterpiece.very few instance came in my life when i got emotional watching a movie all the actors were superb,mind blowing.",positive
Dhoosarit - the Grey,https://www.imdb.com/review/rw6143270/,"It was suppose to be an art movie, but the art was missing in most part. Pace is so slow you may take a nap in between. It seems a one liner story. Acting was ok in parts. Save your time, and easily skip it",negative
Dhoosarit - the Grey,https://www.imdb.com/review/rw6131637/,"Accidentally found this new film, Definitely a must watch for everyone.",positive
I Am Not Blind,https://www.imdb.com/review/rw6605733/,Realistic movie. specially both song NAINA KAHE UDAS & KUCH TOH BAAT HAI is very nice. If you want realistic movie then definitely watch this movie.,negative
I Am Not Blind,https://www.imdb.com/review/rw6603804/,"This is an amazing movie of our society, must see every one. Very low budget movie, but gives a very good message",positive
Dheet Patangey,https://www.imdb.com/review/rw5721422/,Very boaring. Not a single scene connect u. Only good thing is music,negative
Dheet Patangey,https://www.imdb.com/review/rw5604578/,"Glad that i watched this very +ve film. It changes your way to look at the life profoundly, in a fun way. Excellent witty dialogs. All 4 charcters act well. Story is great, sometimes becomes lyrical. Just go and watch it. Refreshing.",positive
Wanton,https://www.imdb.com/review/rw5609708/,Great acting by the actors and a good direction by the director.,negative
Wanton,https://www.imdb.com/review/rw5609536/,Director did fantastic job well played characters by all actor must watch movie and enjoy the ride of thrill good luck wanton team,positive
I Know You,https://www.imdb.com/review/rw5892327/,I wasted 2 hours of my life that i will never get back. Don't watch this movie even if you are in a prison.,negative
I Know You,https://www.imdb.com/review/rw6020438/,It's a good Horror movie well directed and performance.,positive
The Hidden Strike,https://www.imdb.com/review/rw5995513/,"One of the worst Indian Army based film I've seen throughout my life...
The uniform was completely wrong. Ranks were wrong.
No proper planning before mission? Our Army is not so stupid to start a mission without planning it out properly.
Please don't take such movies without proper reserch being done at least basic research is to be done regarding ranks and uniforms.
And never will an officer leave a man behind to die.Above are just a few out of all the stupid things in the movie.Please don't take such movies.Rated 1 as I couldn't rate less than that but I really will rate it minus 10 (-10) .",negative
The Hidden Strike,https://www.imdb.com/review/rw6003712/,Wonderful performances by actors locations are beautiful music is mindblowing,positive
Tallukh,https://www.imdb.com/review/rw6175745/,I am just amazed how you could rate 10/10 to this movie. All the actors are expressionless. Poor plot....... Pathetic movie,negative
